id,kind,deck,model,prompt,review,review_notes,confidence
walts-worm,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Walt's Worm"". Barbless jig hook, size 14, with a gold slotted tungsten bead at the eye. From the eye back: the tungsten bead, then one single material - a fat, evenly tapered, deliberately shaggy body of natural tan-brown hare's-ear dubbing filling the whole shank to the bend, with coarse guard hairs picked out all round so the outline is fuzzy and spiky. Absolutely no tail, no rib, no wing, no hackle, no legs, no dumbbell eyes - dubbing on a bare hook and nothing else. The slotted tungsten bead and jig eye turn the hook over, so the fly rides INVERTED: shown with the hook point facing UP and the bare underside of the shank facing down. Only one fly, hook bend and point clearly visible.",minor,"""The wing/hair and weighted eyes are tied on the SAME side of the shank as the hook point"" - Walt's Worm is literally dubbing on a hook; it has no wing, no hair and no weighted eyes. This boilerplate invites the model to draw a Clouser. | The orientation paragraph is duplicated verbatim. | The prompt presents the jig/bead form as the pattern without qualification - sources are clear the original Walt Young pattern predates beads and was tied on a plain nymph hook with a lead underbody.",high
green-rockworm,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Green Rock Worm"", a Rhyacophila caddis larva. Curved caddis-larva hook, size 14, with a small copper bead at the eye. From the eye back: the bead, then a short distinctly dark brown-black dubbed thorax and head with a few dark fibres picked out on each side as legs, then a fat bright insect-green dubbed abdomen filling the rest of the shank and curving round the bend, segmented by evenly spaced fine gold wire ribs, tapering at the tail end. No tail, no wing, no hackle. Hook rides point-DOWN: hook point facing DOWN, materials on top of the shank, the green body following the hook curve into a C-shaped grub. Only one fly, hook bend and point clearly visible.",minor,"Nothing materially wrong, but ""a small dark thorax"" understates it - sources call the contrasting dark thorax and the fat segmented body ""the defining features of the Rock Worm"", so it should be explicitly dark brown/black and clearly contrasting. | ""Small bead"" is presented as standard; sources state the basic pattern has no bead (""beaded worms are not uncommon"" is the qualifier), so it should be flagged as the beadhead variant rather than the definition.",medium
scud-fly,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Scud"", a freshwater shrimp imitation. Curved scud hook, size 14. From the eye back: a few short speckled mallard-flank fibres poking forward past the eye as antennae, then a fat humped body of smoky-olive scud dubbing filling the curve of the shank, with a translucent shellback strip pulled tight over the top and strapped down by six or seven evenly spaced fine ribs of mono or wire that segment the back into distinct plates, coarse dubbing fibres picked out along the underside as legs, ending in a short tuft of the same speckled fibres as a tail at the bend. Hook rides point-DOWN: hook point facing DOWN, shellback and materials on top of the shank, legs hanging below, the whole fly a short fat C-shaped shrimp. Only one fly, hook bend and point clearly visible.",minor,"Nothing substantively wrong. One imprecision: the prompt says only ""ribbed with wire"" - Charlie Craven's recipe ribs with 6X mono, others use fine wire; both are published, so wire alone is an over-narrow claim rather than an error. | ""Olive"" is given as the colour without range; sources give smoky olive, tan, grey, orange and pink as equally standard, and the natural varies by water.",high
scud-fly-olive,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Scud"", a freshwater shrimp imitation. Curved scud hook, size 14. From the eye back: a few short speckled mallard-flank fibres poking forward past the eye as antennae, then a fat humped body of smoky-olive scud dubbing filling the curve of the shank, with a translucent shellback strip pulled tight over the top and strapped down by six or seven evenly spaced fine ribs of mono or wire that segment the back into distinct plates, coarse dubbing fibres picked out along the underside as legs, ending in a short tuft of the same speckled fibres as a tail at the bend. Hook rides point-DOWN: hook point facing DOWN, shellback and materials on top of the shank, legs hanging below, the whole fly a short fat C-shaped shrimp. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Olive version — Olive dubbing. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Standard)",rebuilt-from-corrected-base,Construction inherited from corrected base `scud-fly`.,high
scud-fly-tan,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Scud"", a freshwater shrimp imitation. Curved scud hook, size 14. From the eye back: a few short speckled mallard-flank fibres poking forward past the eye as antennae, then a fat humped body of smoky-olive scud dubbing filling the curve of the shank, with a translucent shellback strip pulled tight over the top and strapped down by six or seven evenly spaced fine ribs of mono or wire that segment the back into distinct plates, coarse dubbing fibres picked out along the underside as legs, ending in a short tuft of the same speckled fibres as a tail at the bend. Hook rides point-DOWN: hook point facing DOWN, shellback and materials on top of the shank, legs hanging below, the whole fly a short fat C-shaped shrimp. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Tan version — Tan dubbing. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Sand-bottom tailwaters)",rebuilt-from-corrected-base,Construction inherited from corrected base `scud-fly`.,high
scud-fly-orange,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Scud"", a freshwater shrimp imitation. Curved scud hook, size 14. From the eye back: a few short speckled mallard-flank fibres poking forward past the eye as antennae, then a fat humped body of smoky-olive scud dubbing filling the curve of the shank, with a translucent shellback strip pulled tight over the top and strapped down by six or seven evenly spaced fine ribs of mono or wire that segment the back into distinct plates, coarse dubbing fibres picked out along the underside as legs, ending in a short tuft of the same speckled fibres as a tail at the bend. Hook rides point-DOWN: hook point facing DOWN, shellback and materials on top of the shank, legs hanging below, the whole fly a short fat C-shaped shrimp. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Orange version — Orange dubbing. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Dead/molting scuds, winter)",rebuilt-from-corrected-base,Construction inherited from corrected base `scud-fly`.,high
sowbug,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Sowbug"". Straight-shank standard nymph hook, size 16, red thread showing at the head. From the eye back: a flat, wide, low grey dubbed body filling the whole shank - broader than it is deep, flattened rather than humped - with a shellback of pearl tinsel or thin plastic pulled over the top and strapped down by fine evenly spaced wire ribs that segment it into plates, and coarse grey fibres picked out along both sides for the full length of the body as legs. No tail, no wing, no hackle. Hook rides point-DOWN: hook point facing DOWN, shellback on top of the shank, legs to the sides. Only one fly, hook bend and point clearly visible.",minor,"Nothing clearly wrong. ""Straight nymph hook"" matches the Ray Charles (TMC 3769) but many published sowbugs use a curved scud hook - our prompt states one option as if it were the only one.",medium
san-juan-worm,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""San Juan Worm"". Short curved scud hook, size 12, bare shiny bronze shank. The entire fly is one single limp strand of bright red Ultra Chenille lashed across the middle of the shank by a small neat band of red tying thread, the two free ends left long and hanging loose - one projecting forward past the hook eye, one projecting back past the bend - each end tapering to a fine melted point where it has been singed with a flame. No bead anywhere on the fly, no tail, no wing, no hackle, no dubbing; most of the hook shank is bare metal. Hook rides point-DOWN: hook point facing DOWN, the chenille lashed on top of the shank. Only one fly, hook bend and point clearly visible.",wrong,"""small bead in the middle"" - flatly wrong and invented. Charlie Craven's step-by-step states ""no bead is used in this standard pattern"". What sits in the middle of the shank is a band of THREAD holding the chenille down. A beadhead San Juan Worm exists, but the bead goes at the EYE, never in the middle. | ""tapered ends"" without saying how - the taper comes from singeing the cut ends of the chenille with a flame; without that the model will draw blunt-cut chenille.",high
san-juan-worm-red,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""San Juan Worm"" in the Red colour variant. Short curved scud hook, size 12, bare shiny bronze shank. The entire fly is one single limp strand of bright red Ultra Chenille lashed across the middle of the shank by a small neat band of red tying thread, the two free ends left long and hanging loose - one projecting forward past the hook eye, one projecting back past the bend - each end tapering to a fine melted point where it has been singed with a flame. No bead anywhere on the fly, no tail, no wing, no hackle, no dubbing; most of the hook shank is bare metal. Hook rides point-DOWN: hook point facing DOWN, the chenille lashed on top of the shank. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Red version — Red chenille. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Standard)",rebuilt-from-corrected-base,Construction inherited from corrected base `san-juan-worm`.,high
san-juan-worm-pink,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""San Juan Worm"" in the Pink colour variant. Short curved scud hook, size 12, bare shiny bronze shank. The entire fly is one single limp strand of bright red Ultra Chenille lashed across the middle of the shank by a small neat band of red tying thread, the two free ends left long and hanging loose - one projecting forward past the hook eye, one projecting back past the bend - each end tapering to a fine melted point where it has been singed with a flame. No bead anywhere on the fly, no tail, no wing, no hackle, no dubbing; most of the hook shank is bare metal. Hook rides point-DOWN: hook point facing DOWN, the chenille lashed on top of the shank. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Pink version — Pink squirmy. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Stocked and high water)",rebuilt-from-corrected-base,Construction inherited from corrected base `san-juan-worm`.,high
san-juan-worm-purple,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""San Juan Worm"" in the Purple colour variant. Short curved scud hook, size 12, bare shiny bronze shank. The entire fly is one single limp strand of bright red Ultra Chenille lashed across the middle of the shank by a small neat band of red tying thread, the two free ends left long and hanging loose - one projecting forward past the hook eye, one projecting back past the bend - each end tapering to a fine melted point where it has been singed with a flame. No bead anywhere on the fly, no tail, no wing, no hackle, no dubbing; most of the hook shank is bare metal. Hook rides point-DOWN: hook point facing DOWN, the chenille lashed on top of the shank. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Purple version — Purple chenille. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Tailwaters)",rebuilt-from-corrected-base,Construction inherited from corrected base `san-juan-worm`.,high
egg-pattern,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is an ""Egg (Glo Bug)"". Short-shank wide-gape egg hook, size 12, almost entirely hidden by the fly. The whole fly is a single fluffy sphere of bright fluorescent orange egg yarn, bound at one point on the shank and trimmed and fluffed into a fuzzy round ball about the width of the hook gape, with a small contrasting pale-yellow nucleus spot showing on one side of the ball. The ball ends just behind the hook eye and just reaches the hook point. No tail, no wings, no hackle, no bead, no dubbing. Hook rides point-DOWN: hook point facing DOWN and clearly protruding below the yarn ball. Only one fly, hook bend and point clearly visible.",minor,"""A single round ball of orange yarn"" - the classic Glo Bug is two-tone: a contrasting nucleus or ""yolk"" spot of a second colour showing on the ball. A plain one-colour egg is a legitimate simpler version, but the named Glo Bug/nuke-egg style has the spot. | ""covering the shank"" understates the proportion - the ball is tied at one point and should be about the size of the hook gape, sitting just behind the eye with the hook point clearly emerging below it.",high
egg-pattern-orange,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is an ""Egg (Glo Bug)"" in the Orange colour variant. Short-shank wide-gape egg hook, size 12, almost entirely hidden by the fly. The whole fly is a single fluffy sphere of bright fluorescent orange egg yarn, bound at one point on the shank and trimmed and fluffed into a fuzzy round ball about the width of the hook gape, with a small contrasting pale-yellow nucleus spot showing on one side of the ball. The ball ends just behind the hook eye and just reaches the hook point. No tail, no wings, no hackle, no bead, no dubbing. Hook rides point-DOWN: hook point facing DOWN and clearly protruding below the yarn ball. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Orange version — Orange yarn. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Standard)",rebuilt-from-corrected-base,Construction inherited from corrected base `egg-pattern`.,high
egg-pattern-pink,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is an ""Egg (Glo Bug)"" in the Pink (shrimp) colour variant. Short-shank wide-gape egg hook, size 12, almost entirely hidden by the fly. The whole fly is a single fluffy sphere of bright fluorescent orange egg yarn, bound at one point on the shank and trimmed and fluffed into a fuzzy round ball about the width of the hook gape, with a small contrasting pale-yellow nucleus spot showing on one side of the ball. The ball ends just behind the hook eye and just reaches the hook point. No tail, no wings, no hackle, no bead, no dubbing. Hook rides point-DOWN: hook point facing DOWN and clearly protruding below the yarn ball. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Pink (shrimp) version — Pale pink. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Clear water)",rebuilt-from-corrected-base,Construction inherited from corrected base `egg-pattern`.,high
egg-pattern-chartreuse,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is an ""Egg (Glo Bug)"" in the Chartreuse colour variant. Short-shank wide-gape egg hook, size 12, almost entirely hidden by the fly. The whole fly is a single fluffy sphere of bright fluorescent orange egg yarn, bound at one point on the shank and trimmed and fluffed into a fuzzy round ball about the width of the hook gape, with a small contrasting pale-yellow nucleus spot showing on one side of the ball. The ball ends just behind the hook eye and just reaches the hook point. No tail, no wings, no hackle, no bead, no dubbing. Hook rides point-DOWN: hook point facing DOWN and clearly protruding below the yarn ball. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Chartreuse version — Chartreuse yarn. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Stained water, steelhead)",rebuilt-from-corrected-base,Construction inherited from corrected base `egg-pattern`.,high
woolly-bugger,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Woolly Bugger"". 4X-long streamer hook, size 8. From the eye back: a small neat black thread head, then a fat fuzzy black chenille body filling the whole shank with a webby black saddle hackle palmered over it in open, evenly spaced turns so the soft fibres stand out well beyond the body and sweep back, and a long soft black marabou tail off the bend about one hook-shank long, tapering and wispy. No flash, no legs, no wing case. Hook rides point-DOWN: hook point facing DOWN, materials on top of the shank. Only one fly, hook bend and point clearly visible.",minor,"""a few strands of flash in the tail"" - not in the original or in the standard dressing; adding flash makes it a Crystal Bugger / Flash-a-Bugger. Fine as a variant, but our prompt asserts it as part of the fly. | The prompt gives an all-black fly as THE Woolly Bugger. Blessing's son describes the original as ""olive chenille body, black hackle and marabou tail"". Black, olive and brown are all standard; presenting only black is narrower than the sources. | ""palmered along its full length"" is right, but the prompt does not say the hackle is wound in OPEN, evenly spaced turns with the fibres splaye",high
woolly-bugger-black,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Woolly Bugger"" in the Black colour variant. 4X-long streamer hook, size 8. From the eye back: a small neat black thread head, then a fat fuzzy black chenille body filling the whole shank with a webby black saddle hackle palmered over it in open, evenly spaced turns so the soft fibres stand out well beyond the body and sweep back, and a long soft black marabou tail off the bend about one hook-shank long, tapering and wispy. No flash, no legs, no wing case. Hook rides point-DOWN: hook point facing DOWN, materials on top of the shank. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Black version — Black marabou, black chenille, black hackle. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Default; dirty water, low light)",rebuilt-from-corrected-base,Construction inherited from corrected base `woolly-bugger`.,high
woolly-bugger-olive,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Woolly Bugger"" in the Olive colour variant. 4X-long streamer hook, size 8. From the eye back: a small neat black thread head, then a fat fuzzy black chenille body filling the whole shank with a webby black saddle hackle palmered over it in open, evenly spaced turns so the soft fibres stand out well beyond the body and sweep back, and a long soft black marabou tail off the bend about one hook-shank long, tapering and wispy. No flash, no legs, no wing case. Hook rides point-DOWN: hook point facing DOWN, materials on top of the shank. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Olive version — Olive marabou and chenille, grizzly-olive hackle. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Clear water, sculpin/leech look)",rebuilt-from-corrected-base,Construction inherited from corrected base `woolly-bugger`.,high
woolly-bugger-brown,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Woolly Bugger"" in the Brown colour variant. 4X-long streamer hook, size 8. From the eye back: a small neat black thread head, then a fat fuzzy black chenille body filling the whole shank with a webby black saddle hackle palmered over it in open, evenly spaced turns so the soft fibres stand out well beyond the body and sweep back, and a long soft black marabou tail off the bend about one hook-shank long, tapering and wispy. No flash, no legs, no wing case. Hook rides point-DOWN: hook point facing DOWN, materials on top of the shank. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Brown version — Brown marabou, brown chenille. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Crayfish waters)",rebuilt-from-corrected-base,Construction inherited from corrected base `woolly-bugger`.,high
woolly-bugger-white,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Woolly Bugger"" in the White colour variant. 4X-long streamer hook, size 8. From the eye back: a small neat black thread head, then a fat fuzzy black chenille body filling the whole shank with a webby black saddle hackle palmered over it in open, evenly spaced turns so the soft fibres stand out well beyond the body and sweep back, and a long soft black marabou tail off the bend about one hook-shank long, tapering and wispy. No flash, no legs, no wing case. Hook rides point-DOWN: hook point facing DOWN, materials on top of the shank. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the White version — White marabou and chenille, flash. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Baitfish, stillwater)",rebuilt-from-corrected-base,Construction inherited from corrected base `woolly-bugger`.,high
zonker,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Zonker"". 3X-long streamer hook, size 4. From the eye back: a red thread head with a small stick-on eye with a black pupil on each side, then a deep, flattened, minnow-shaped body of pearl-silver Mylar tubing built over a bulky lead underbody and whipped down at both the head and the bend, with a strip of natural grey-brown rabbit fur on hide laid along the top of the shank - tied in behind the eye, bound down again at the bend where the hook point pierces the hide, and the hide trimmed off there so the loose fur sweeps back past the bend as a soft tapered tail about half a shank long. No hackle, no legs. Hook rides point-DOWN: hook point facing DOWN, the rabbit strip lying on top of the shank on the opposite side from the point. Only one fly, hook bend and point clearly visible.",minor,"""a red thread throat"" - what the sources describe is red THREAD at the head, forming a red head band, not a throat hackle. A throat is a separate beard of fibres below the shank; calling it a throat will make the model draw hackle fibres that the standard recipe does not have. | The prompt says the rabbit strip is ""tied along the top of the shank and extending past the bend"" but does not say it is bound DOWN at the bend - a free-floating strip along the whole body is not how a Zonker is built, and the tie-down point at the bend is a visible feature.",medium
zonker-natural,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Zonker"" in the Natural colour variant. 3X-long streamer hook, size 4. From the eye back: a red thread head with a small stick-on eye with a black pupil on each side, then a deep, flattened, minnow-shaped body of pearl-silver Mylar tubing built over a bulky lead underbody and whipped down at both the head and the bend, with a strip of natural grey-brown rabbit fur on hide laid along the top of the shank - tied in behind the eye, bound down again at the bend where the hook point pierces the hide, and the hide trimmed off there so the loose fur sweeps back past the bend as a soft tapered tail about half a shank long. No hackle, no legs. Hook rides point-DOWN: hook point facing DOWN, the rabbit strip lying on top of the shank on the opposite side from the point. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Natural version — Natural rabbit, pearl body. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Minnows)",rebuilt-from-corrected-base,Construction inherited from corrected base `zonker`.,medium
zonker-olive,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Zonker"" in the Olive colour variant. 3X-long streamer hook, size 4. From the eye back: a red thread head with a small stick-on eye with a black pupil on each side, then a deep, flattened, minnow-shaped body of pearl-silver Mylar tubing built over a bulky lead underbody and whipped down at both the head and the bend, with a strip of natural grey-brown rabbit fur on hide laid along the top of the shank - tied in behind the eye, bound down again at the bend where the hook point pierces the hide, and the hide trimmed off there so the loose fur sweeps back past the bend as a soft tapered tail about half a shank long. No hackle, no legs. Hook rides point-DOWN: hook point facing DOWN, the rabbit strip lying on top of the shank on the opposite side from the point. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Olive version — Olive rabbit. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Sculpin)",rebuilt-from-corrected-base,Construction inherited from corrected base `zonker`.,medium
zonker-black,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Zonker"" in the Black colour variant. 3X-long streamer hook, size 4. From the eye back: a red thread head with a small stick-on eye with a black pupil on each side, then a deep, flattened, minnow-shaped body of pearl-silver Mylar tubing built over a bulky lead underbody and whipped down at both the head and the bend, with a strip of natural grey-brown rabbit fur on hide laid along the top of the shank - tied in behind the eye, bound down again at the bend where the hook point pierces the hide, and the hide trimmed off there so the loose fur sweeps back past the bend as a soft tapered tail about half a shank long. No hackle, no legs. Hook rides point-DOWN: hook point facing DOWN, the rabbit strip lying on top of the shank on the opposite side from the point. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Black version — Black rabbit. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Low light)",rebuilt-from-corrected-base,Construction inherited from corrected base `zonker`.,medium
muddler-minnow,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Muddler Minnow"". 3X-long streamer hook, size 6. From the eye back: a bulky natural tan deer-hair head spun and trimmed to a broad flat-bottomed bullet shape occupying the front third of the shank, with the rearmost deer hairs left long and untrimmed as a flared swept-back collar; behind that, paired slips of mottled brown turkey wing quill lying low over the back as the wing, and beneath them a sparse underwing of white-tipped grey squirrel tail showing along the flanks; under that, a bright flat gold tinsel body ribbed with oval gold tinsel filling the rear of the shank; and at the bend a short mottled brown turkey-quill section as the tail. Hook rides point-DOWN: hook point facing DOWN, wing and deer-hair head on top of the shank. Only one fly, hook bend and point clearly visible.",minor,"The prompt does not mention the underwing at all, so ""a mottled turkey wing lying over a flat gold tinsel body"" describes a two-layer fly where the recipe has three layers (turkey over squirrel over tinsel). The pale squirrel underwing is visible in profile, so its absence changes the picture. | ""mottled turkey tail"" is correct as a material but the prompt should make clear it is a short quill SECTION at the bend, not a bunch of fibres - otherwise the model draws a hackle-fibre tail.",high
sculpzilla,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Sculpzilla"", an articulated sculpin streamer about 2.5 inches long. Built on a short front shank with a trailing short-shank Octopus stinger hook joined by a short loop of braided backing. From the front back: a large black-nickel cross-eyed conehead with a moulded eye on each side and a red holographic dome eye, then a swept-back collar of dark guinea fowl and olive grizzly hen hackle as gills, a mottled mallard-flank pectoral fin lying flat on each side, a pearl Ice-Dub body, an olive marabou overwing, and a barred olive rabbit zonker strip running back over the top and past the trailing hook as a thick undulating tail. The heavy cone is at the nose and the trailing stinger hook rides INVERTED: the rabbit strip and the stinger hook point are on the SAME side of the fly, shown with the hook point facing UP and the rabbit strip lying over the top of it. Only one fly, the trailing hook bend and point clearly visible.",wrong,"""a molded weighted sculpin-helmet head"" - wrong component. Every recipe checked specifies a cross-eyed CONEHEAD (3/8"" black nickel), not a Fish-Skull Sculpin Helmet. A Sculpin Helmet is a flat, broad, moulded shroud and would render as a completely different fly. | ""Weighted head rides down. Hook rides point-down: hook point facing DOWN, materials on top of the shank"" - contradicts the published description that the trailing stinger hook rides point-up with the rabbit strip extending over it. For an inverted fly the wing and the hook point are on the SAME side, which our prompt explicitly deni",medium
sculpzilla-olive,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Sculpzilla"", an articulated sculpin streamer about 2.5 inches long. Built on a short front shank with a trailing short-shank Octopus stinger hook joined by a short loop of braided backing. From the front back: a large black-nickel cross-eyed conehead with a moulded eye on each side and a red holographic dome eye, then a swept-back collar of dark guinea fowl and olive grizzly hen hackle as gills, a mottled mallard-flank pectoral fin lying flat on each side, a pearl Ice-Dub body, an olive marabou overwing, and a barred olive rabbit zonker strip running back over the top and past the trailing hook as a thick undulating tail. The heavy cone is at the nose and the trailing stinger hook rides INVERTED: the rabbit strip and the stinger hook point are on the SAME side of the fly, shown with the hook point facing UP and the rabbit strip lying over the top of it. Only one fly, the trailing hook bend and point clearly visible. COLOURWAY: this is the Olive version — Olive rabbit. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Standard)",rebuilt-from-corrected-base,Construction inherited from corrected base `sculpzilla`.,medium
sculpzilla-black,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Sculpzilla"", an articulated sculpin streamer about 2.5 inches long. Built on a short front shank with a trailing short-shank Octopus stinger hook joined by a short loop of braided backing. From the front back: a large black-nickel cross-eyed conehead with a moulded eye on each side and a red holographic dome eye, then a swept-back collar of dark guinea fowl and olive grizzly hen hackle as gills, a mottled mallard-flank pectoral fin lying flat on each side, a pearl Ice-Dub body, an olive marabou overwing, and a barred olive rabbit zonker strip running back over the top and past the trailing hook as a thick undulating tail. The heavy cone is at the nose and the trailing stinger hook rides INVERTED: the rabbit strip and the stinger hook point are on the SAME side of the fly, shown with the hook point facing UP and the rabbit strip lying over the top of it. Only one fly, the trailing hook bend and point clearly visible. COLOURWAY: this is the Black version — Black rabbit. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Low light)",rebuilt-from-corrected-base,Construction inherited from corrected base `sculpzilla`.,medium
